City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Butaritari,KI,3.0707,172.7902,81.72,77,22,15.37,light rain
1,Meadow Lake,US,34.8014,-106.5436,94.46,20,2,5.79,clear sky
2,Thompson,CA,55.7435,-97.8558,77.16,36,40,2.3,scattered clouds
3,Ushuaia,AR,-54.8,-68.3,29.86,69,20,4.61,few clouds
4,Avarua,CK,-21.2078,-159.775,75.25,60,98,6.91,overcast clouds
5,Surt,LY,31.2089,16.5887,79.93,72,5,4.72,clear sky
6,Vaini,TO,-21.2,-175.2,77.16,65,40,9.22,scattered clouds
7,Benavente,ES,42.0025,-5.6783,58.95,62,0,7.92,clear sky
8,Hilo,US,19.7297,-155.09,90.28,86,100,6.91,light rain
9,Itoigawa,JP,37.0333,137.85,81.57,71,59,5.28,broken clouds
10,Cuiluan,CN,47.72,128.648,70.07,98,100,0.04,overcast clouds
11,Labuhan,ID,-6.8844,112.2051,77.23,75,6,8.9,clear sky
12,Khatanga,RU,71.9667,102.5,50.88,37,100,10.74,overcast clouds
13,Punta Arenas,CL,-53.15,-70.9167,26.71,93,0,4.61,clear sky
14,Provideniya,RU,64.3833,-173.3,53.71,87,100,4.47,overcast clouds
15,Huaihua,CN,27.5494,109.9592,81.45,82,93,5.48,overcast clouds
16,Shenjiamen,CN,29.9576,122.298,82.02,83,17,6.31,few clouds
17,Tuktoyaktuk,CA,69.4541,-133.0374,75.2,60,40,12.66,scattered clouds
18,Samarai,PG,-10.6167,150.6667,82.81,75,79,11.03,broken clouds
19,Barrow,US,71.2906,-156.7887,42.82,87,100,8.05,light rain
20,Esperance,AU,-33.8667,121.9,56.21,72,6,16.11,clear sky
21,Saskylakh,RU,71.9167,114.0833,49.73,48,12,13.49,few clouds
22,Anchorage,US,61.2181,-149.9003,62.65,86,100,6.91,light rain
23,Bluff,NZ,-46.6,168.3333,48.79,88,100,25.37,moderate rain
24,Busselton,AU,-33.65,115.3333,57.97,81,78,10.09,broken clouds
25,Cidreira,BR,-30.1811,-50.2056,60.89,92,100,5.53,overcast clouds
26,Tiarei,PF,-17.5333,-149.3333,84.22,72,2,5.66,clear sky
27,Jamestown,US,42.097,-79.2353,71.24,60,0,0.0,clear sky
28,Cherskiy,RU,68.75,161.3,63.66,52,100,9.19,overcast clouds
29,Rikitea,PF,-23.1203,-134.9692,74.89,72,3,20.89,clear sky
30,Albany,US,42.6001,-73.9662,76.78,66,100,2.64,overcast clouds
31,Bondo,CD,3.8146,23.6866,69.31,91,47,0.6,scattered clouds
32,Puerto Ayora,EC,-0.7393,-90.3518,71.55,87,34,4.0,scattered clouds
33,New Norfolk,AU,-42.7826,147.0587,49.91,81,100,1.99,moderate rain
34,Camargo,MX,27.6667,-105.1667,94.75,17,1,5.59,clear sky
35,Bambous Virieux,MU,-20.3428,57.7575,70.05,78,75,13.8,broken clouds
36,Vardo,NO,70.3705,31.1107,51.78,87,100,3.44,light rain
37,Mehamn,NO,71.0357,27.8492,51.71,93,92,0.0,overcast clouds
38,Buraydah,SA,26.326,43.975,86.45,18,13,9.89,few clouds
39,Alghero,IT,40.5589,8.3181,71.69,94,40,6.91,scattered clouds
40,Port Alfred,ZA,-33.5906,26.891,60.24,72,4,7.45,clear sky
41,Yellowknife,CA,62.456,-114.3525,79.32,27,20,11.5,smoke
42,Jiuquan,CN,39.7432,98.5174,78.08,12,0,6.98,clear sky
43,Kapaa,US,22.0752,-159.319,82.72,74,100,17.27,overcast clouds
44,Hermanus,ZA,-34.4187,19.2345,52.81,85,59,5.59,broken clouds
45,Nabire,ID,-3.3667,135.4833,82.67,76,67,2.33,broken clouds
46,Cape Town,ZA,-33.9258,18.4232,61.38,90,40,3.0,scattered clouds
47,Santa Fe,AR,-31.6333,-60.7,53.01,37,0,1.99,light rain
48,Norfolk,US,42.1668,-71.2495,73.92,65,0,8.05,clear sky
49,Qaanaaq,GL,77.484,-69.3632,43.34,72,60,3.29,broken clouds
50,Virginia Beach,US,36.8529,-75.978,82.02,87,75,9.22,broken clouds
51,Maceio,BR,-9.6658,-35.7353,74.64,78,40,2.3,scattered clouds
52,Morant Bay,JM,17.8815,-76.4093,78.42,84,12,10.83,few clouds
53,Upernavik,GL,72.7868,-56.1549,40.12,91,20,9.22,few clouds
54,Mataura,NZ,-46.1927,168.8643,48.47,93,100,13.96,moderate rain
55,Ribeira Grande,PT,38.5167,-28.7,67.41,79,87,16.55,overcast clouds
56,Hobyo,SO,5.3505,48.5268,75.16,77,17,23.96,few clouds
57,Asyut,EG,27.181,31.1837,78.94,32,3,8.14,clear sky
58,Airai,TL,-8.9266,125.4092,62.46,81,65,3.4,broken clouds
59,Coquimbo,CL,-29.9533,-71.3436,53.33,100,0,8.05,clear sky
60,Norman Wells,CA,65.282,-126.8329,87.84,29,20,13.8,few clouds
61,Cabo San Lucas,MX,22.8909,-109.9124,96.1,48,0,9.22,clear sky
62,Codrington,AU,-38.2667,141.9667,53.71,74,18,19.37,few clouds
63,Hofn,IS,64.2539,-15.2082,51.75,77,7,14.7,clear sky
64,Lompoc,US,34.6391,-120.4579,77.14,81,75,13.8,mist
65,Tomatlan,MX,19.9333,-105.25,82.27,79,100,4.14,overcast clouds
66,Havre-Saint-Pierre,CA,50.2334,-63.5986,55.76,67,40,14.97,scattered clouds
67,Constitucion,CL,-35.3333,-72.4167,47.57,82,0,6.33,clear sky
68,Santa Luzia,BR,-19.7697,-43.8514,63.68,65,0,10.36,clear sky
69,Fairbanks,US,64.8378,-147.7164,80.1,42,75,0.0,smoke
70,Serik,TR,36.9169,31.0989,76.75,63,0,3.0,clear sky
71,Nanortalik,GL,60.1432,-45.2371,43.43,93,43,3.47,scattered clouds
72,Kodinsk,RU,58.6881,99.1844,61.34,80,100,7.18,overcast clouds
73,Iqaluit,CA,63.7506,-68.5145,42.53,81,40,5.75,scattered clouds
74,San Quintin,MX,30.4833,-115.95,69.58,76,0,13.2,clear sky
75,Chokurdakh,RU,70.6333,147.9167,52.9,67,100,8.55,overcast clouds
76,Kyaukse,MM,21.6,96.1333,81.3,75,100,5.88,overcast clouds
77,Sheridan,US,44.8333,-106.9173,74.7,41,100,16.11,overcast clouds
78,Nome,US,64.5011,-165.4064,60.17,94,100,5.75,overcast clouds
79,Pinsk,BY,52.1229,26.0951,53.96,79,100,0.98,overcast clouds
80,Visby,SE,57.6409,18.296,61.02,88,100,8.05,overcast clouds
81,Antalaha,MG,-14.9003,50.2788,68.67,75,83,9.98,broken clouds
82,Castro,BR,-24.7911,-50.0119,56.39,77,100,1.83,overcast clouds
83,Tuatapere,NZ,-46.1333,167.6833,44.31,92,100,5.88,light rain
84,Sidney,AU,-33.8679,151.2073,57.31,54,20,17.27,few clouds
85,Atuona,PF,-9.8,-139.0333,77.52,75,2,21.61,clear sky
86,Redmond,US,47.674,-122.1215,80.1,58,100,5.01,overcast clouds
87,Bachaquero,VE,9.9694,-71.1494,82.94,74,5,2.82,clear sky
88,Dingle,PH,10.9995,122.6711,81.66,84,100,6.13,overcast clouds
89,Port Elizabeth,ZA,-33.918,25.5701,46.69,93,0,3.44,clear sky
90,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.46,84,0,14.41,clear sky
91,Longyearbyen,SJ,78.2186,15.6401,46.24,66,75,16.11,broken clouds
92,Saint-Pierre,RE,-21.3393,55.4781,66.9,65,0,6.91,clear sky
93,Dikson,RU,73.5069,80.5464,35.89,100,100,15.75,overcast clouds
94,Rudraprayag,IN,30.2833,78.9833,78.76,93,67,0.45,broken clouds
95,Torbay,CA,47.6666,-52.7314,59.77,92,100,17.27,overcast clouds
96,Ambon,ID,-3.6954,128.1814,79.23,14,75,4.61,light rain
97,Susanville,US,40.4163,-120.653,82.24,22,0,17.27,clear sky
98,Ponta Do Sol,PT,32.6667,-17.1,68.0,79,4,4.25,clear sky
99,Morondava,MG,-20.2833,44.2833,65.73,64,0,8.55,clear sky
100,Tromso,NO,69.6496,18.957,48.22,93,100,11.5,overcast clouds
101,Vostok,RU,46.4856,135.8833,80.67,50,100,4.63,overcast clouds
102,Ust-Kuyga,RU,70.0167,135.6,49.08,75,100,20.42,light rain
103,Cervo,ES,43.6702,-7.4101,62.96,91,54,13.96,broken clouds
104,Portland,US,45.5234,-122.6762,80.56,52,75,8.01,broken clouds
105,Prado,BR,-17.3411,-39.2208,70.99,89,93,7.18,overcast clouds
106,Fare,PF,-16.7,-151.0167,78.6,68,5,5.03,clear sky
107,Port Lincoln,AU,-34.7333,135.8667,55.6,68,100,13.73,overcast clouds
108,Beringovskiy,RU,63.05,179.3167,48.24,85,93,7.96,overcast clouds
109,Hithadhoo,MV,-0.6,73.0833,81.25,77,100,4.5,overcast clouds
110,Clyde River,CA,70.4692,-68.5914,37.63,87,100,4.61,overcast clouds
111,Lavrentiya,RU,65.5833,-171.0,48.29,80,100,5.26,light rain
112,Hobart,AU,-42.8794,147.3294,50.25,84,75,14.97,broken clouds
113,Coihaique,CL,-45.5752,-72.0662,32.61,100,100,0.0,mist
114,Novopokrovka,UA,49.8425,36.5477,63.52,66,62,5.39,broken clouds
115,Gornopravdinsk,RU,60.05,69.9,62.87,66,0,1.79,clear sky
116,Marsh Harbour,BS,26.5412,-77.0636,82.0,76,9,13.71,clear sky
117,Otaru,JP,43.1894,141.0022,76.84,73,11,5.03,few clouds
118,Carnarvon,AU,-24.8667,113.6333,65.39,25,0,10.8,clear sky
119,Te Anau,NZ,-45.4167,167.7167,39.43,93,100,0.87,overcast clouds
120,Hit,IQ,33.6416,42.8251,89.15,15,0,12.37,clear sky
121,Lokosovo,RU,61.1333,74.8167,65.5,64,7,4.94,clear sky
122,Pangnirtung,CA,66.1451,-65.7125,48.61,67,100,2.28,overcast clouds
123,Mar Del Plata,AR,-38.0023,-57.5575,43.95,50,0,6.91,clear sky
124,Tarazona,ES,41.9,-1.7333,64.22,60,0,10.83,clear sky
125,Gamba,GA,-2.65,10.0,68.88,95,62,3.91,broken clouds
126,Rafaela,AR,-31.2503,-61.4867,48.99,32,0,7.02,clear sky
127,Kahului,US,20.8947,-156.47,87.82,62,40,28.77,scattered clouds
128,Rawson,AR,-43.3002,-65.1023,44.01,45,45,9.26,scattered clouds
129,Bathsheba,BB,13.2167,-59.5167,81.21,86,20,23.02,few clouds
130,Lasa,IT,46.6166,10.7002,59.88,92,40,7.78,scattered clouds
131,Ostrovnoy,RU,68.0531,39.5131,57.24,78,100,8.97,overcast clouds
132,Tiksi,RU,71.6872,128.8694,39.69,65,100,8.55,overcast clouds
133,Biltine,TD,14.5333,20.9167,86.41,41,84,6.42,broken clouds
134,Abnub,EG,27.2696,31.1511,78.85,35,4,8.16,clear sky
135,Sawtell,AU,-30.3833,153.1,57.22,58,0,8.05,clear sky
136,Pierre,US,44.3683,-100.351,80.06,77,0,8.05,clear sky
137,Tokur,RU,53.1333,132.9,75.34,53,100,3.18,overcast clouds
138,Ixtapa,MX,20.7,-105.2,86.23,79,75,9.22,broken clouds
139,Mahebourg,MU,-20.4081,57.7,70.09,78,75,13.8,broken clouds
140,Fortuna,US,40.5982,-124.1573,71.92,68,20,3.0,few clouds
141,Tekeli,KZ,44.83,78.8239,62.15,70,11,5.06,few clouds
142,Jimo,CN,36.3897,120.4622,82.18,83,0,2.24,mist
143,Zhigansk,RU,66.7697,123.3711,50.95,77,100,30.47,overcast clouds
144,Georgetown,MY,5.4112,100.3354,82.89,90,40,3.44,scattered clouds
145,Kodiak,US,57.79,-152.4072,53.11,94,100,13.8,light rain
146,Manyana,BW,-23.4,21.7167,53.98,38,0,7.0,clear sky
147,Warrnambool,AU,-38.3833,142.4833,55.81,70,40,20.8,scattered clouds
148,Khanewal,PK,30.3,71.9333,94.59,45,8,6.2,clear sky
149,Arraial Do Cabo,BR,-22.9661,-42.0278,70.5,85,75,23.04,broken clouds
150,Chuy,UY,-33.6971,-53.4616,45.01,64,0,2.53,clear sky
151,Saint-Philippe,RE,-21.3585,55.7679,63.99,82,11,11.61,light rain
152,Padang,ID,-0.9492,100.3543,77.05,78,100,2.1,light rain
153,Say,NE,13.1007,2.3689,88.36,48,96,9.78,overcast clouds
154,Kruisfontein,ZA,-34.0033,24.7314,50.32,91,0,3.91,clear sky
155,Hede,CN,33.7681,120.2517,89.69,55,99,6.17,overcast clouds
156,Sioux Lookout,CA,50.1001,-91.917,73.47,46,75,3.44,broken clouds
157,Pevek,RU,69.7008,170.3133,40.6,76,100,4.59,overcast clouds
158,Ratnagiri,IN,16.9833,73.3,79.52,86,100,19.51,overcast clouds
159,Gruiu,RO,44.7333,26.2333,66.99,93,99,6.78,overcast clouds
160,Andenes,NO,69.3143,16.1194,48.18,87,100,16.11,overcast clouds
161,Port Macquarie,AU,-31.4333,152.9167,57.88,49,0,6.26,clear sky
162,Florianopolis,BR,-27.6146,-48.5012,65.62,84,0,3.44,clear sky
163,Freeport,US,40.6576,-73.5832,75.56,70,100,11.5,overcast clouds
164,Collie,AU,-33.3667,116.15,55.65,77,27,4.14,scattered clouds
165,Tottenham,AU,-32.2333,147.35,51.3,62,5,15.5,clear sky
166,Gat,IL,31.61,34.7642,77.4,71,0,2.98,clear sky
167,Riyadh,SA,24.6877,46.7219,91.54,11,100,11.3,overcast clouds
168,Cockburn Town,TC,21.4612,-71.1419,80.56,69,40,13.8,scattered clouds
169,Pangkalanbuun,ID,-2.6833,111.6167,81.25,78,17,3.11,few clouds
170,Fosforitnyy,RU,55.3261,38.9,59.27,97,97,6.22,overcast clouds
171,Saint George,US,37.1041,-113.5841,101.43,11,0,6.91,clear sky
172,Craig,US,40.5153,-107.5464,82.02,29,0,14.97,clear sky
173,Lucapa,AO,-8.4192,20.7447,61.36,41,93,4.5,overcast clouds
174,Whitehorse,CA,60.7161,-135.0538,78.1,36,40,5.75,scattered clouds
175,Bredasdorp,ZA,-34.5322,20.0403,49.1,93,13,3.71,few clouds
176,Troitskoye,RU,52.9821,84.6757,62.85,85,37,5.41,scattered clouds
177,Paamiut,GL,61.994,-49.6678,42.58,91,11,5.12,few clouds
178,Imeni Poliny Osipenko,RU,52.4201,136.4853,75.99,74,100,6.6,overcast clouds
179,Luderitz,NA,-26.6481,15.1594,59.43,47,0,5.73,clear sky
180,Gladstone,AU,-23.85,151.25,64.33,52,0,4.61,clear sky
181,Walvis Bay,NA,-22.9575,14.5053,54.55,62,0,5.75,clear sky
182,Ilulissat,GL,69.2167,-51.1,46.42,81,100,4.61,overcast clouds
183,Dashitou,CN,43.3067,128.5114,73.9,84,83,4.56,broken clouds
184,Kindu,CD,-2.95,25.95,67.71,49,5,2.17,clear sky
185,Manasa,IN,24.4837,75.2687,78.44,88,100,7.29,overcast clouds
186,Lagoa,PT,39.05,-27.9833,65.84,86,100,14.32,overcast clouds
187,Boguchany,RU,58.3814,97.4531,64.62,63,16,5.75,few clouds
188,Chaumont,FR,48.1167,5.1333,54.37,95,0,6.33,clear sky
189,Touros,BR,-5.1989,-35.4608,74.46,90,85,10.67,overcast clouds
190,Krasnoselkup,RU,65.7,82.4667,62.69,63,100,14.81,overcast clouds
191,Saint Anthony,US,45.0205,-93.218,84.88,72,0,6.91,clear sky
192,Santa Isabel,BR,-23.3156,-46.2214,62.31,62,67,2.59,broken clouds
193,Karratha,AU,-20.7377,116.8463,64.74,20,0,16.8,clear sky
194,Champerico,GT,14.3,-91.9167,81.14,76,92,8.43,overcast clouds
195,Medveda,RU,56.5081,92.4078,62.19,66,31,7.56,scattered clouds
196,Kaitangata,NZ,-46.2817,169.8464,47.82,92,100,20.92,light rain
197,Sterlibashevo,RU,53.4376,55.2578,57.97,87,0,1.61,clear sky
198,Pangody,RU,65.85,74.4859,66.78,81,100,7.85,light rain
199,Broome,US,42.2506,-75.833,75.47,69,100,0.85,overcast clouds
200,Tuy Hoa,VN,13.0833,109.3,85.17,69,99,9.8,overcast clouds
201,Souillac,MU,-20.5167,57.5167,70.18,78,75,13.8,broken clouds
202,Anshun,CN,26.25,105.9333,70.95,83,43,6.4,scattered clouds
203,Alenquer,BR,-1.9417,-54.7383,77.13,81,48,3.71,scattered clouds
204,Marawi,PH,7.9986,124.2928,75.11,82,100,4.59,overcast clouds
205,Marsaxlokk,MT,35.8419,14.5431,81.09,83,0,13.8,clear sky
206,Mortka,RU,59.3322,66.0214,61.45,69,0,3.24,clear sky
207,Sola,VU,-13.8833,167.55,86.67,66,40,3.44,scattered clouds
208,Ancud,CL,-41.8697,-73.8203,49.23,88,100,18.45,overcast clouds
209,Bengkulu,ID,-3.8004,102.2655,77.81,85,86,2.75,overcast clouds
210,Victoria,HK,22.2855,114.1577,87.96,83,43,11.01,scattered clouds
211,Tucurui,BR,-3.7661,-49.6725,78.55,69,95,2.66,overcast clouds
212,Teknaf,BD,20.8624,92.3058,81.1,83,31,7.76,scattered clouds
213,Langsa,ID,4.4683,97.9683,78.62,84,50,1.74,scattered clouds
214,Port Shepstone,ZA,-30.7414,30.455,60.91,80,0,6.15,clear sky
215,Khandyga,RU,62.6667,135.6,68.13,81,100,12.28,light rain
216,Avera,US,33.194,-82.5271,78.85,88,100,9.89,overcast clouds
217,Slave Lake,CA,55.2834,-114.769,60.78,88,100,10.36,overcast clouds
218,Bubaque,GW,11.2833,-15.8333,80.33,82,64,12.08,broken clouds
219,Nenjiang,CN,49.1833,125.2167,78.22,73,52,6.51,broken clouds
220,Oistins,BB,13.0667,-59.5333,80.69,74,20,23.02,few clouds
221,Jalu,LY,29.0331,21.5482,82.71,43,0,8.93,clear sky
222,Chelmno,PL,53.3485,18.4251,61.45,91,85,3.0,overcast clouds
223,Hasaki,JP,35.7333,140.8333,79.29,80,97,22.41,overcast clouds
224,Kavieng,PG,-2.5744,150.7967,82.0,78,99,15.52,moderate rain
225,Meulaboh,ID,4.1363,96.1285,77.11,88,23,4.65,few clouds
